Model unknown

  Variables:
    Q : Size=23409, Index=Q_index
          (47, 10) :     0 :   0.0 :     1 : False : False : Binary
          (47, 11) :     0 :   0.0 :     1 : False : False : Binary
          (47, 12) :     0 :   0.0 :     1 : False : False : Binary
          (47, 13) :     0 :   0.0 :     1 : False : False : Binary
          (47, 14) :     0 :   0.0 :     1 : False : False : Binary
          (47, 15) :     0 :   0.0 :     1 : False : False : Binary
          (47, 16) :     0 :   0.0 :     1 : False : False : Binary
          (47, 17) :     0 :   0.0 :     1 : False : False : Binary
          (47, 18) :     0 :   0.0 :     1 : False : False : Binary
          (47, 19) :     0 :   0.0 :     1 : False : False : Binary
          (47, 20) :     0 :   0.0 :     1 : False : False : Binary
          (47, 21) :     0 :   0.0 :     1 : False : False : Binary
          (47, 22) :     0 :   0.0 :     1 : False : False : Binary
          (47, 23) :     0 :   0.0 :     1 : False : False : Binary
          (47, 24) :     0 :   0.0 :     1 : False : False : Binary
          (47, 25) :     0 :   0.0 :     1 : False : False : Binary
          (47, 26) :     0 :   0.0 :     1 : False : False : Binary
          (47, 27) :     0 :   0.0 :     1 : False : False : Binary
          (47, 28) :     0 :   0.0 :     1 : False : False : Binary
          (47, 29) :     0 :   0.0 :     1 : False : False : Binary
          (47, 30) :     0 :   0.0 :     1 : False : False : Binary
          (47, 31) :     0 :   0.0 :     1 : False : False : Binary
          (47, 32) :     0 :   0.0 :     1 : False : False : Binary
          (47, 33) :     0 :   0.0 :     1 : False : False : Binary
          (47, 34) :     0 :   0.0 :     1 : False : False : Binary
          (47, 35) :     0 :   0.0 :     1 : False : False : Binary
          (47, 36) :     0 :   0.0 :     1 : False : False : Binary
          (47, 37) :     0 :   0.0 :     1 : False : False : Binary
          (47, 38) :     0 :   0.0 :     1 : False : False : Binary
          (47, 39) :     0 :   0.0 :     1 : False : False : Binary
          (47, 40) :     0 :   0.0 :     1 : False : False : Binary
          (47, 41) :     0 :   0.0 :     1 : False : False : Binary
          (47, 42) :     0 :   0.0 :     1 : False : False : Binary
          (47, 43) :     0 :   0.0 :     1 : False : False : Binary
          (47, 44) :     0 :   0.0 :     1 : False : False : Binary
          (47, 45) :     0 :   0.0 :     1 : False : False : Binary
          (47, 46) :     0 :   0.0 :     1 : False : False : Binary
          (47, 47) :     0 :   0.0 :     1 : False : False : Binary
          (47, 48) :     0 :   0.0 :     1 : False : False : Binary
          (47, 49) :     0 :   0.0 :     1 : False : False : Binary
          (47, 50) :     0 :   0.0 :     1 : False : False : Binary
          (47, 51) :     0 :   0.0 :     1 : False : False : Binary
          (47, 52) :     0 :   0.0 :     1 : False : False : Binary
          (47, 53) :     0 :   0.0 :     1 : False : False : Binary
          (47, 54) :     0 :   0.0 :     1 : False : False : Binary
          (47, 55) :     0 :   0.0 :     1 : False : False : Binary
          (47, 56) :     0 :   0.0 :     1 : False : False : Binary
          (47, 57) :     0 :   0.0 :     1 : False : False : Binary
          (47, 58) :     0 :   0.0 :     1 : False : False : Binary
          (47, 59) :     0 :   0.0 :     1 : False : False : Binary
          (47, 60) :     0 :   0.0 :     1 : False : False : Binary
          (47, 61) :     0 :   0.0 :     1 : False : False : Binary
          (47, 62) :     0 :   0.0 :     1 : False : False : Binary
          (47, 63) :     0 :   0.0 :     1 : False : False : Binary
          (47, 64) :     0 :   0.0 :     1 : False : False : Binary
          (47, 65) :     0 :   0.0 :     1 : False : False : Binary
          (47, 66) :     0 :   0.0 :     1 : False : False : Binary
          (47, 67) :     0 :   0.0 :     1 : False : False : Binary
          (47, 68) :     0 :   0.0 :     1 : False : False : Binary
          (47, 69) :     0 :   0.0 :     1 : False : False : Binary
          (47, 70) :     0 :   0.0 :     1 : False : False : Binary
          (47, 71) :     0 :   0.0 :     1 : False : False : Binary
          (47, 72) :     0 :   0.0 :     1 : False : False : Binary
          (47, 73) :     0 :   0.0 :     1 : False : False : Binary
          (47, 74) :     0 :   0.0 :     1 : False : False : Binary
          (47, 75) :     0 :   0.0 :     1 : False : False : Binary
          (47, 76) :     0 :   0.0 :     1 : False : False : Binary
          (47, 77) :     0 :   0.0 :     1 : False : False : Binary
          (47, 78) :     0 :   0.0 :     1 : False : False : Binary
          (47, 79) :     0 :   0.0 :     1 : False : False : Binary
          (47, 80) :     0 :   0.0 :     1 : False : False : Binary
          (47, 81) :     0 :   0.0 :     1 : False : False : Binary
          (47, 82) :     0 :   0.0 :     1 : False : False : Binary
          (47, 83) :     0 :   0.0 :     1 : False : False : Binary
          (47, 84) :     0 :   0.0 :     1 : False : False : Binary
          (47, 85) :     0 :   0.0 :     1 : False : False : Binary
          (47, 86) :     0 :   0.0 :     1 : False : False : Binary
          (47, 87) :     0 :   0.0 :     1 : False : False : Binary
          (47, 88) :     0 :   0.0 :     1 : False : False : Binary
          (47, 89) :     0 :   0.0 :     1 : False : False : Binary
          (47, 90) :     0 :   0.0 :     1 : False : False : Binary
          (47, 91) :     0 :   0.0 :     1 : False : False : Binary
          (47, 92) :     0 :   0.0 :     1 : False : False : Binary
          (47, 93) :     0 :   0.0 :     1 : False : False : Binary
          (47, 94) :     0 :   0.0 :     1 : False : False : Binary
          (47, 95) :     0 :   0.0 :     1 : False : False : Binary
          (47, 96) :     0 :   0.0 :     1 : False : False : Binary
          (47, 97) :     0 :   0.0 :     1 : False : False : Binary
          (47, 98) :     0 :   0.0 :     1 : False : False : Binary
          (47, 99) :     0 :   0.0 :     1 : False : False : Binary
         (47, 100) :     0 :   0.0 :     1 : False : False : Binary
         (47, 101) :     0 :   0.0 :     1 : False : False : Binary
         (47, 102) :     0 :   0.0 :     1 : False : False : Binary
         (47, 103) :     0 :   0.0 :     1 : False : False : Binary
         (47, 104) :     0 :   0.0 :     1 : False : False : Binary
         (47, 105) :     0 :   0.0 :     1 : False : False : Binary
         (47, 106) :     0 :   0.0 :     1 : False : False : Binary
         (47, 107) :     0 :   0.0 :     1 : False : False : Binary
         (47, 108) :     0 :   0.0 :     1 : False : False : Binary
         (47, 109) :     0 :   0.0 :     1 : False : False : Binary
         (47, 110) :     0 :   0.0 :     1 : False : False : Binary
         (47, 111) :     0 :   0.0 :     1 : False : False : Binary
         (47, 112) :     0 :   0.0 :     1 : False : False : Binary
         (47, 113) :     0 :   0.0 :     1 : False : False : Binary
         (47, 114) :     0 :   0.0 :     1 : False : False : Binary
         (47, 115) :     0 :   0.0 :     1 : False : False : Binary
         (47, 116) :     0 :   0.0 :     1 : False : False : Binary
         (47, 117) :     0 :   0.0 :     1 : False : False : Binary
         (47, 118) :     0 :   0.0 :     1 : False : False : Binary
         (47, 119) :     0 :   0.0 :     1 : False : False : Binary
         (47, 120) :     0 :   0.0 :     1 : False : False : Binary
         (47, 121) :     0 :   0.0 :     1 : False : False : Binary
         (47, 122) :     0 :   0.0 :     1 : False : False : Binary
         (47, 123) :     0 :   0.0 :     1 : False : False : Binary
         (47, 124) :     0 :   0.0 :     1 : False : False : Binary
         (47, 125) :     0 :   0.0 :     1 : False : False : Binary
         (47, 126) :     0 :   0.0 :     1 : False : False : Binary
         (47, 127) :     0 :   0.0 :     1 : False : False : Binary
         (47, 128) :     0 :   0.0 :     1 : False : False : Binary
         (47, 129) :     0 :   0.0 :     1 : False : False : Binary
         (47, 130) :     0 :   0.0 :     1 : False : False : Binary
         (47, 131) :     0 :   0.0 :     1 : False : False : Binary
         (47, 132) :     0 :   0.0 :     1 : False : False : Binary
         (47, 133) :     0 :   0.0 :     1 : False : False : Binary
         (47, 134) :     0 :   0.0 :     1 : False : False : Binary
         (47, 135) :     0 :   0.0 :     1 : False : False : Binary
         (47, 136) :     0 :   0.0 :     1 : False : False : Binary
         (47, 137) :     0 :   0.0 :     1 : False : False : Binary
         (47, 138) :     0 :   0.0 :     1 : False : False : Binary
         (47, 139) :     0 :   0.0 :     1 : False : False : Binary
         (47, 140) :     0 :   0.0 :     1 : False : False : Binary
         (47, 141) :     0 :   0.0 :     1 : False : False : Binary
         (47, 142) :     0 :   0.0 :     1 : False : False : Binary
         (47, 143) :     0 :   0.0 :     1 : False : False : Binary
         (47, 144) :     0 :   0.0 :     1 : False : False : Binary
         (47, 145) :     0 :   0.0 :     1 : False : False : Binary
         (47, 146) :     0 :   0.0 :     1 : False : False : Binary
         (47, 147) :     0 :   0.0 :     1 : False : False : Binary
         (47, 148) :     0 :   0.0 :     1 : False : False : Binary
         (47, 149) :     0 :   0.0 :     1 : False : False : Binary
         (47, 150) :     0 :   0.0 :     1 : False : False : Binary
         (47, 151) :     0 :   0.0 :     1 : False : False : Binary
         (47, 152) :     0 :   0.0 :     1 : False : False : Binary
           (48, 0) :     0 :   0.0 :     1 : False : False : Binary
           (48, 1) :     0 :   0.0 :     1 : False : False : Binary
           (48, 2) :     0 :   0.0 :     1 : False : False : Binary
           (48, 3) :     0 :   0.0 :     1 : False : False : Binary
           (48, 4) :     0 :   0.0 :     1 : False : False : Binary
           (48, 5) :     0 :   0.0 :     1 : False : False : Binary
           (48, 6) :     0 :   0.0 :     1 : False : False : Binary
           (48, 7) :     0 :   0.0 :     1 : False : False : Binary
           (48, 8) :     0 :   0.0 :     1 : False : False : Binary
           (48, 9) :     0 :   0.0 :     1 : False : False : Binary
          (48, 10) :     0 :   0.0 :     1 : False : False : Binary
          (48, 11) :     0 :   0.0 :     1 : False : False : Binary
          (48, 12) :     0 :   0.0 :     1 : False : False : Binary
          (48, 13) :     0 :   0.0 :     1 : False : False : Binary
          (48, 14) :     0 :   0.0 :     1 : False : False : Binary
          (48, 15) :     0 :   0.0 :     1 : False : False : Binary
          (48, 16) :     0 :   0.0 :     1 : False : False : Binary
          (48, 17) :     0 :   0.0 :     1 : False : False : Binary
          (48, 18) :     0 :   0.0 :     1 : False : False : Binary
          (48, 19) :     0 :   0.0 :     1 : False : False : Binary
          (48, 20) :     0 :   0.0 :     1 : False : False : Binary
          (48, 21) :     0 :   0.0 :     1 : False : False : Binary
          (48, 22) :     0 :   0.0 :     1 : False : False : Binary
          (48, 23) :     0 :   0.0 :     1 : False : False : Binary
          (48, 24) :     0 :   0.0 :     1 : False : False : Binary
          (48, 25) :     0 :   0.0 :     1 : False : False : Binary
          (48, 26) :     0 :   0.0 :     1 : False : False : Binary
          (48, 27) :     0 :   0.0 :     1 : False : False : Binary
          (48, 28) :     0 :   0.0 :     1 : False : False : Binary
          (48, 29) :     0 :   0.0 :     1 : False : False : Binary
          (48, 30) :     0 :   0.0 :     1 : False : False : Binary
          (48, 31) :     0 :   0.0 :     1 : False : False : Binary
          (48, 32) :     0 :   0.0 :     1 : False : False : Binary
          (48, 33) :     0 :   0.0 :     1 : False : False : Binary
          (48, 34) :     0 :   0.0 :     1 : False : False : Binary
          (48, 35) :     0 :   0.0 :     1 : False : False : Binary
          (48, 36) :     0 :   0.0 :     1 : False : False : Binary
          (48, 37) :     0 :   0.0 :     1 : False : False : Binary
          (48, 38) :     0 :   0.0 :     1 : False : False : Binary
          (48, 39) :     0 :   0.0 :     1 : False : False : Binary
          (48, 40) :     0 :   0.0 :     1 : False : False : Binary
          (48, 41) :     0 :   0.0 :     1 : False : False : Binary
          (48, 42) :     0 :   0.0 :     1 : False : False : Binary
          (48, 43) :     0 :   0.0 :     1 : False : False : Binary
          (48, 44) :     0 :   0.0 :     1 : False : False : Binary
          (48, 45) :     0 :   0.0 :     1 : False : False : Binary
          (48, 46) :     0 :   0.0 :     1 : False : False : Binary
          (48, 47) :     0 :   0.0 :     1 : False : False : Binary
          (48, 48) :     0 :   0.0 :     1 : False : False : Binary
          (48, 49) :     0 :   0.0 :     1 : False : False : Binary
          (48, 50) :     0 :   0.0 :     1 : False : False : Binary
          (48, 51) :     0 :   0.0 :     1 : False : False : Binary
          (48, 52) :     0 :   0.0 :     1 : False : False : Binary
          (48, 53) :     0 :   0.0 :     1 : False : False : Binary
          (48, 54) :     0 :   0.0 :     1 : False : False : Binary
          (48, 55) :     0 :   0.0 :     1 : False : False : Binary
          (48, 56) :     0 :   0.0 :     1 : False : False : Binary
          (48, 57) :     0 :   0.0 :     1 : False : False : Binary
          (48, 58) :     0 :   0.0 :     1 : False : False : Binary
          (48, 59) :     0 :   0.0 :     1 : False : False : Binary
          (48, 60) :     0 :   0.0 :     1 : False : False : Binary
          (48, 61) :     0 :   0.0 :     1 : False : False : Binary
          (48, 62) :     0 :   0.0 :     1 : False : False : Binary
          (48, 63) :     0 :   0.0 :     1 : False : False : Binary
          (48, 64) :     0 :   0.0 :     1 : False : False : Binary
          (48, 65) :     0 :   0.0 :     1 : False : False : Binary
          (48, 66) :     0 :   0.0 :     1 : False : False : Binary
          (48, 67) :     0 :   0.0 :     1 : False : False : Binary
          (48, 68) :     0 :   0.0 :     1 : False : False : Binary
          (48, 69) :     0 :   0.0 :     1 : False : False : Binary
          (48, 70) :     0 :   0.0 :     1 : False : False : Binary
          (48, 71) :     0 :   0.0 :     1 : False : False : Binary
          (48, 72) :     0 :   0.0 :     1 : False : False : Binary
          (48, 73) :     0 :   0.0 :     1 : False : False : Binary
          (48, 74) :     0 :   0.0 :     1 : False : False : Binary
          (48, 75) :     0 :   0.0 :     1 : False : False : Binary
          (48, 76) :     0 :   0.0 :     1 : False : False : Binary
          (48, 77) :     0 :   0.0 :     1 : False : False : Binary
          (48, 78) :     0 :   0.0 :     1 : False : False : Binary
          (48, 79) :     0 :   0.0 :     1 : False : False : Binary
          (48, 80) :     0 :   0.0 :     1 : False : False : Binary
          (48, 81) :     0 :   0.0 :     1 : False : False : Binary
          (48, 82) :     0 :   0.0 :     1 : False : False : Binary
          (48, 83) :     0 :   0.0 :     1 : False : False : Binary
          (48, 84) :     0 :   0.0 :     1 : False : False : Binary
          (48, 85) :     0 :   0.0 :     1 : False : False : Binary
          (48, 86) :     0 :   0.0 :     1 : False : False : Binary
          (48, 87) :     0 :   0.0 :     1 : False : False : Binary
          (48, 88) :     0 :   0.0 :     1 : False : False : Binary
          (48, 89) :     0 :   0.0 :     1 : False : False : Binary
          (48, 90) :     0 :   0.0 :     1 : False : False : Binary
          (48, 91) :     0 :   0.0 :     1 : False : False : Binary
          (48, 92) :     0 :   0.0 :     1 : False : False : Binary
          (48, 93) :     0 :   0.0 :     1 : False : False : Binary
          (48, 94) :     0 :   0.0 :     1 : False : False : Binary
          (48, 95) :     0 :   0.0 :     1 : False : False : Binary
          (48, 96) :     0 :   0.0 :     1 : False : False : Binary
          (48, 97) :     0 :   0.0 :     1 : False : False : Binary
          (48, 98) :     0 :   0.0 :     1 : False : False : Binary
          (48, 99) :     0 :   0.0 :     1 : False : False : Binary
         (48, 100) :     0 :   0.0 :     1 : False : False : Binary
         (48, 101) :     0 :   0.0 :     1 : False : False : Binary
         (48, 102) :     0 :   0.0 :     1 : False : False : Binary
         (48, 103) :     0 :   0.0 :     1 : False : False : Binary
         (48, 104) :     0 :   0.0 :     1 : False : False : Binary
         (48, 105) :     0 :   0.0 :     1 : False : False : Binary
         (48, 106) :     0 :   0.0 :     1 : False : False : Binary
         (48, 107) :     0 :   0.0 :     1 : False : False : Binary
         (48, 108) :     0 :   0.0 :     1 : False : False : Binary
         (48, 109) :     0 :   0.0 :     1 : False : False : Binary
         (48, 110) :     0 :   0.0 :     1 : False : False : Binary
         (48, 111) :     0 :   0.0 :     1 : False : False : Binary
         (48, 112) :     0 :   0.0 :     1 : False : False : Binary
         (48, 113) :     0 :   0.0 :     1 : False : False : Binary
         (48, 114) :     0 :   0.0 :     1 : False : False : Binary
         (48, 115) :     0 :   0.0 :     1 : False : False : Binary
         (48, 116) :     0 :   0.0 :     1 : False : False : Binary
         (48, 117) :     0 :   0.0 :     1 : False : False : Binary
         (48, 118) :     0 :   0.0 :     1 : False : False : Binary
         (48, 119) :     0 :   0.0 :     1 : False : False : Binary
         (48, 120) :     0 :   0.0 :     1 : False : False : Binary
         (48, 121) :     0 :   0.0 :     1 : False : False : Binary
         (48, 122) :     0 :   0.0 :     1 : False : False : Binary
         (48, 123) :     0 :   0.0 :     1 : False : False : Binary
         (48, 124) :     0 :   0.0 :     1 : False : False : Binary
         (48, 125) :     0 :   0.0 :     1 : False : False : Binary
         (48, 126) :     0 :   0.0 :     1 : False : False : Binary
         (48, 127) :     0 :   0.0 :     1 : False : False : Binary
         (48, 128) :     0 :   0.0 :     1 : False : False : Binary
         (48, 129) :     0 :   0.0 :     1 : False : False : Binary
         (48, 130) :     0 :   0.0 :     1 : False : False : Binary
         (48, 131) :     0 :   0.0 :     1 : False : False : Binary
         (48, 132) :     0 :   0.0 :     1 : False : False : Binary
         (48, 133) :     0 :   0.0 :     1 : False : False : Binary
         (48, 134) :     0 :   0.0 :     1 : False : False : Binary
         (48, 135) :     0 :   0.0 :     1 : False : False : Binary
         (48, 136) :     0 :   0.0 :     1 : False : False : Binary
         (48, 137) :     0 :   0.0 :     1 : False : False : Binary
         (48, 138) :     0 :   0.0 :     1 : False : False : Binary
         (48, 139) :     0 :   0.0 :     1 : False : False : Binary
         (48, 140) :     0 :   0.0 :     1 : False : False : Binary
         (48, 141) :     0 :   0.0 :     1 : False : False : Binary
         (48, 142) :     0 :   0.0 :     1 : False : False : Binary
         (48, 143) :     0 :   0.0 :     1 : False : False : Binary
         (48, 144) :     0 :   0.0 :     1 : False : False : Binary
         (48, 145) :     0 :   0.0 :     1 : False : False : Binary
         (48, 146) :     0 :   0.0 :     1 : False : False : Binary
         (48, 147) :     0 :   0.0 :     1 : False : False : Binary
         (48, 148) :     0 :   0.0 :     1 : False : False : Binary
         (48, 149) :     0 :   0.0 :     1 : False : False : Binary
         (48, 150) :     0 :   0.0 :     1 : False : False : Binary
         (48, 151) :     0 :   0.0 :     1 : False : False : Binary
         (48, 152) :     0 :   0.0 :     1 : False : False : Binary
           (49, 0) :     0 :   0.0 :     1 : False : False : Binary
           (49, 1) :     0 :   0.0 :     1 : False : False : Binary
           (49, 2) :     0 :   0.0 :     1 : False : False : Binary
           (49, 3) :     0 :   0.0 :     1 : False : False : Binary
           (49, 4) :     0 :   0.0 :     1 : False : False : Binary
           (49, 5) :     0 :   0.0 :     1 : False : False : Binary
           (49, 6) :     0 :   0.0 :     1 : False : False : Binary
           (49, 7) :     0 :   0.0 :     1 : False : False : Binary
           (49, 8) :     0 :   0.0 :     1 : False : False : Binary
           (49, 9) :     0 :   0.0 :     1 : False : False : Binary
          (49, 10) :     0 :   0.0 :     1 : False : False : Binary
          (49, 11) :     0 :   0.0 :     1 : False : False : Binary
          (49, 12) :     0 :   0.0 :     1 : False : False : Binary
          (49, 13) :     0 :   0.0 :     1 : False : False : Binary
          (49, 14) :     0 :   0.0 :     1 : False : False : Binary
          (49, 15) :     0 :   0.0 :     1 : False : False : Binary
          (49, 16) :     0 :   0.0 :     1 : False : False : Binary
          (49, 17) :     0 :   0.0 :     1 : False : False : Binary
          (49, 18) :     0 :   0.0 :     1 : False : False : Binary
          (49, 19) :     0 :   0.0 :     1 : False : False : Binary
          (49, 20) :     0 :   0.0 :     1 : False : False : Binary
          (49, 21) :     0 :   0.0 :     1 : False : False : Binary
          (49, 22) :     0 :   0.0 :     1 : False : False : Binary
          (49, 23) :     0 :   0.0 :     1 : False : False : Binary
          (49, 24) :     0 :   0.0 :     1 : False : False : Binary
          (49, 25) :     0 :   0.0 :     1 : False : False : Binary
          (49, 26) :     0 :   0.0 :     1 : False : False : Binary
          (49, 27) :     0 :   0.0 :     1 : False : False : Binary
          (49, 28) :     0 :   0.0 :     1 : False : False : Binary
          (49, 29) :     0 :   0.0 :     1 : False : False : Binary
          (49, 30) :     0 :   0.0 :     1 : False : False : Binary
          (49, 31) :     0 :   0.0 :     1 : False : False : Binary
          (49, 32) :     0 :   0.0 :     1 : False : False : Binary
          (49, 33) :     0 :   0.0 :     1 : False : False : Binary
          (49, 34) :     0 :   0.0 :     1 : False : False : Binary
          (49, 35) :     0 :   0.0 :     1 : False : False : Binary
          (49, 36) :     0 :   0.0 :     1 : False : False : Binary
          (49, 37) :     0 :   0.0 :     1 : False : False : Binary
          (49, 38) :     0 :   0.0 :     1 : False : False : Binary
          (49, 39) :     0 :   0.0 :     1 : False : False : Binary
          (49, 40) :     0 :   0.0 :     1 : False : False : Binary
          (49, 41) :     0 :   0.0 :     1 : False : False : Binary
          (49, 42) :     0 :   0.0 :     1 : False : False : Binary
          (49, 43) :     0 :   0.0 :     1 : False : False : Binary
          (49, 44) :     0 :   0.0 :     1 : False : False : Binary
          (49, 45) :     0 :   0.0 :     1 : False : False : Binary
          (49, 46) :     0 :   0.0 :     1 : False : False : Binary
          (49, 47) :     0 :   0.0 :     1 : False : False : Binary
          (49, 48) :     0 :   0.0 :     1 : False : False : Binary
          (49, 49) :     0 :   0.0 :     1 : False : False : Binary
          (49, 50) :     0 :   0.0 :     1 : False : False : Binary
          (49, 51) :     0 :   0.0 :     1 : False : False : Binary
          (49, 52) :     0 :   0.0 :     1 : False : False : Binary
          (49, 53) :     0 :   0.0 :     1 : False : False : Binary
          (49, 54) :     0 :   0.0 :     1 : False : False : Binary
          (49, 55) :     0 :   0.0 :     1 : False : False : Binary
          (49, 56) :     0 :   0.0 :     1 : False : False : Binary
          (49, 57) :     0 :   0.0 :     1 : False : False : Binary
          (49, 58) :     0 :   0.0 :     1 : False : False : Binary
          (49, 59) :     0 :   0.0 :     1 : False : False : Binary
          (49, 60) :     0 :   0.0 :     1 : False : False : Binary
          (49, 61) :     0 :   0.0 :     1 : False : False : Binary
          (49, 62) :     0 :   0.0 :     1 : False : False : Binary
          (49, 63) :     0 :   0.0 :     1 : False : False : Binary
          (49, 64) :     0 :   0.0 :     1 : False : False : Binary
          (49, 65) :     0 :   0.0 :     1 : False : False : Binary
          (49, 66) :     0 :   0.0 :     1 : False : False : Binary
          (49, 67) :     0 :   0.0 :     1 : False : False : Binary
          (49, 68) :     0 :   0.0 :     1 : False : False : Binary
          (49, 69) :     0 :   0.0 :     1 : False : False : Binary
          (49, 70) :     0 :   0.0 :     1 : False : False : Binary
          (49, 71) :     0 :   0.0 :     1 : False : False : Binary
          (49, 72) :     0 :   0.0 :     1 : False : False : Binary
          (49, 73) :     0 :   0.0 :     1 : False : False : Binary
          (49, 74) :     0 :   0.0 :     1 : False : False : Binary
          (49, 75) :     0 :   0.0 :     1 : False : False : Binary
          (49, 76) :     0 :   0.0 :     1 : False : False : Binary
          (49, 77) :     0 :   0.0 :     1 : False : False : Binary
          (49, 78) :     0 :   0.0 :     1 : False : False : Binary
          (49, 79) :     0 :   0.0 :     1 : False : False : Binary
          (49, 80) :     0 :   0.0 :     1 : False : False : Binary
          (49, 81) :     0 :   0.0 :     1 : False : False : Binary
          (49, 82) :     0 :   0.0 :     1 : False : False : Binary
          (49, 83) :     0 :   0.0 :     1 : False : False : Binary
          (49, 84) :     0 :   0.0 :     1 : False : False : Binary
          (49, 85) :     0 :   0.0 :     1 : False : False : Binary
          (49, 86) :     0 :   0.0 :     1 : False : False : Binary
          (49, 87) :     0 :   0.0 :     1 : False : False : Binary
          (49, 88) :     0 :   0.0 :     1 : False : False : Binary
          (49, 89) :     0 :   0.0 :     1 : False : False : Binary
          (49, 90) :     0 :   0.0 :     1 : False : False : Binary
          (49, 91) :     0 :   0.0 :     1 : False : False : Binary
          (49, 92) :     0 :   0.0 :     1 : False : False : Binary
          (49, 93) :     0 :   0.0 :     1 : False : False : Binary
          (49, 94) :     0 :   0.0 :     1 : False : False : Binary
          (49, 95) :     0 :   0.0 :     1 : False : False : Binary
          (49, 96) :     0 :   0.0 :     1 : False : False : Binary
          (49, 97) :     0 :   0.0 :     1 : False : False : Binary
          (49, 98) :     0 :   0.0 :     1 : False : False : Binary
          (49, 99) :     0 :   0.0 :     1 : False : False : Binary
         (49, 100) :     0 :   0.0 :     1 : False : False : Binary
         (49, 101) :     0 :   0.0 :     1 : False : False : Binary
         (49, 102) :     0 :   0.0 :     1 : False : False : Binary
         (49, 103) :     0 :   0.0 :     1 : False : False : Binary
         (49, 104) :     0 :   0.0 :     1 : False : False : Binary
         (49, 105) :     0 :   0.0 :     1 : False : False : Binary
         (49, 106) :     0 :   0.0 :     1 : False : False : Binary
         (49, 107) :     0 :   0.0 :     1 : False : False : Binary
         (49, 108) :     0 :   0.0 :     1 : False : False : Binary
         (49, 109) :     0 :   0.0 :     1 : False : False : Binary
         (49, 110) :     0 :   0.0 :     1 : False : False : Binary
         (49, 111) :     0 :   0.0 :     1 : False : False : Binary
         (49, 112) :     0 :   0.0 :     1 : False : False : Binary
         (49, 113) :     0 :   0.0 :     1 : False : False : Binary
         (49, 114) :     0 :   0.0 :     1 : False : False : Binary
         (49, 115) :     0 :   0.0 :     1 : False : False : Binary
         (49, 116) :     0 :   0.0 :     1 : False : False : Binary
         (49, 117) :     0 :   0.0 :     1 : False : False : Binary
         (49, 118) :     0 :   0.0 :     1 : False : False : Binary
         (49, 119) :     0 :   0.0 :     1 : False : False : Binary
         (49, 120) :     0 :   0.0 :     1 : False : False : Binary
         (49, 121) :     0 :   0.0 :     1 : False : False : Binary
         (49, 122) :     0 :   0.0 :     1 : False : False : Binary
         (49, 123) :     0 :   0.0 :     1 : False : False : Binary
         (49, 124) :     0 :   0.0 :     1 : False : False : Binary
         (49, 125) :     0 :   0.0 :     1 : False : False : Binary
         (49, 126) :     0 :   0.0 :     1 : False : False : Binary
         (49, 127) :     0 :   0.0 :     1 : False : False : Binary
         (49, 128) :     0 :   0.0 :     1 : False : False : Binary
         (49, 129) :     0 :   0.0 :     1 : False : False : Binary
         (49, 130) :     0 :   0.0 :     1 : False : False : Binary
         (49, 131) :     0 :   0.0 :     1 : False : False : Binary
         (49, 132) :     0 :   0.0 :     1 : False : False : Binary
         (49, 133) :     0 :   0.0 :     1 : False : False : Binary
         (49, 134) :     0 :   0.0 :     1 : False : False : Binary
         (49, 135) :     0 :   0.0 :     1 : False : False : Binary
         (49, 136) :     0 :   0.0 :     1 : False : False : Binary
         (49, 137) :     0 :   0.0 :     1 : False : False : Binary
         (49, 138) :     0 :   0.0 :     1 : False : False : Binary
         (49, 139) :     0 :   0.0 :     1 : False : False : Binary
         (49, 140) :     0 :   0.0 :     1 : False : False : Binary
         (49, 141) :     0 :   0.0 :     1 : False : False : Binary
         (49, 142) :     0 :   0.0 :     1 : False : False : Binary
         (49, 143) :     0 :   0.0 :     1 : False : False : Binary
         (49, 144) :     0 :   0.0 :     1 : False : False : Binary
         (49, 145) :     0 :   0.0 :     1 : False : False : Binary
         (49, 146) :     0 :   0.0 :     1 : False : False : Binary
         (49, 147) :     0 :   0.0 :     1 : False : False : Binary
         (49, 148) :     0 :   0.0 :     1 : False : False : Binary
         (49, 149) :     0 :   0.0 :     1 : False : False : Binary
         (49, 150) :     0 :   0.0 :     1 : False : False : Binary
         (49, 151) :     0 :   0.0 :     1 : False : False : Binary
         (49, 152) :     0 :   0.0 :     1 : False : False : Binary
           (50, 0) :     0 :   0.0 :     1 : False : False : Binary
           (50, 1) :     0 :   0.0 :     1 : False : False : Binary
           (50, 2) :     0 :   0.0 :     1 : False : False : Binary
           (50, 3) :     0 :   0.0 :     1 : False : False : Binary
           (50, 4) :     0 :   0.0 :     1 : False : False : Binary
           (50, 5) :     0 :   0.0 :     1 : False : False : Binary
           (50, 6) :     0 :   0.0 :     1 : False : False : Binary
           (50, 7) :     0 :   0.0 :     1 : False : False : Binary
           (50, 8) :     0 :   0.0 :     1 : False : False : Binary
           (50, 9) :     0 :   0.0 :     1 : False : False : Binary
          (50, 10) :     0 :   0.0 :     1 : False : False : Binary
          (50, 11) :     0 :   0.0 :     1 : False : False : Binary
          (50, 12) :     0 :   0.0 :     1 : False : False : Binary
          (50, 13) :     0 :   0.0 :     1 : False : False : Binary
          (50, 14) :     0 :   0.0 :     1 : False : False : Binary
          (50, 15) :     0 :   0.0 :     1 : False : False : Binary
